"chack","bank_account"
"uniqueid_7271 x Tanzania",NA
"uniqueid_7272 x Tanzania",NA
"uniqueid_7273 x Tanzania",NA
"uniqueid_7274 x Tanzania",NA
"uniqueid_7275 x Tanzania",NA
"uniqueid_7276 x Tanzania",NA
"uniqueid_7277 x Tanzania",NA
"uniqueid_7278 x Tanzania",NA
"uniqueid_7279 x Tanzania",NA
"uniqueid_7280 x Tanzania",NA
"uniqueid_7281 x Tanzania",NA
"uniqueid_7282 x Tanzania",NA
"uniqueid_7283 x Tanzania",NA
"uniqueid_7284 x Tanzania",NA
"uniqueid_7285 x Tanzania",NA
"uniqueid_7286 x Tanzania",NA
"uniqueid_7287 x Tanzania",NA
"uniqueid_7288 x Tanzania",NA
"uniqueid_7289 x Tanzania",NA
"uniqueid_7290 x Tanzania",NA
"uniqueid_7291 x Tanzania",NA
"uniqueid_7292 x Tanzania",NA
"uniqueid_7293 x Tanzania",NA
"uniqueid_7294 x Tanzania",NA
"uniqueid_7295 x Tanzania",NA
"uniqueid_7296 x Tanzania",NA
"uniqueid_7297 x Tanzania",NA
"uniqueid_7298 x Tanzania",NA
"uniqueid_7299 x Tanzania",NA
"uniqueid_7300 x Tanzania",NA
"uniqueid_7301 x Tanzania",NA
"uniqueid_7302 x Tanzania",NA
"uniqueid_7303 x Tanzania",NA
"uniqueid_7304 x Tanzania",NA
"uniqueid_7305 x Tanzania",NA
"uniqueid_7306 x Tanzania",NA
"uniqueid_7307 x Tanzania",NA
"uniqueid_7308 x Tanzania",NA
"uniqueid_7309 x Tanzania",NA
"uniqueid_7310 x Tanzania",NA
"uniqueid_7311 x Tanzania",NA
"uniqueid_7312 x Tanzania",NA
"uniqueid_7313 x Tanzania",NA
"uniqueid_7314 x Tanzania",NA
"uniqueid_7315 x Tanzania",NA
"uniqueid_7316 x Tanzania",NA
"uniqueid_7317 x Tanzania",NA
"uniqueid_7318 x Tanzania",NA
"uniqueid_7319 x Tanzania",NA
"uniqueid_7320 x Tanzania",NA
"uniqueid_7321 x Tanzania",NA
"uniqueid_7322 x Tanzania",NA
"uniqueid_7323 x Tanzania",NA
"uniqueid_7324 x Tanzania",NA
"uniqueid_7325 x Tanzania",NA
"uniqueid_7326 x Tanzania",NA
"uniqueid_7327 x Tanzania",NA
"uniqueid_7328 x Tanzania",NA
"uniqueid_7329 x Tanzania",NA
"uniqueid_7330 x Tanzania",NA
"uniqueid_7331 x Tanzania",NA
"uniqueid_7332 x Tanzania",NA
"uniqueid_7333 x Tanzania",NA
"uniqueid_7334 x Tanzania",NA
"uniqueid_7335 x Tanzania",NA
"uniqueid_7336 x Tanzania",NA
"uniqueid_7337 x Tanzania",NA
"uniqueid_7338 x Tanzania",NA
"uniqueid_7339 x Tanzania",NA
"uniqueid_7340 x Tanzania",NA
"uniqueid_7341 x Tanzania",NA
"uniqueid_7342 x Tanzania",NA
"uniqueid_7343 x Tanzania",NA
"uniqueid_7344 x Tanzania",NA
"uniqueid_7345 x Tanzania",NA
"uniqueid_7346 x Tanzania",NA
"uniqueid_7347 x Tanzania",NA
"uniqueid_7348 x Tanzania",NA
"uniqueid_7349 x Tanzania",NA
"uniqueid_7350 x Tanzania",NA
"uniqueid_7351 x Tanzania",NA
"uniqueid_7352 x Tanzania",NA
"uniqueid_7353 x Tanzania",NA
"uniqueid_7354 x Tanzania",NA
"uniqueid_7355 x Tanzania",NA
"uniqueid_7356 x Tanzania",NA
"uniqueid_7357 x Tanzania",NA
"uniqueid_7358 x Tanzania",NA
"uniqueid_7359 x Tanzania",NA
"uniqueid_7360 x Tanzania",NA
"uniqueid_7361 x Tanzania",NA
"uniqueid_7362 x Tanzania",NA
"uniqueid_7363 x Tanzania",NA
"uniqueid_7364 x Tanzania",NA
"uniqueid_7365 x Tanzania",NA
"uniqueid_7366 x Tanzania",NA
"uniqueid_7367 x Tanzania",NA
"uniqueid_7368 x Tanzania",NA
"uniqueid_7369 x Tanzania",NA
"uniqueid_7370 x Tanzania",NA
"uniqueid_7371 x Tanzania",NA
"uniqueid_7372 x Tanzania",NA
"uniqueid_7373 x Tanzania",NA
"uniqueid_7374 x Tanzania",NA
"uniqueid_7375 x Tanzania",NA
"uniqueid_7376 x Tanzania",NA
"uniqueid_7377 x Tanzania",NA
"uniqueid_7378 x Tanzania",NA
"uniqueid_7379 x Tanzania",NA
"uniqueid_7380 x Tanzania",NA
"uniqueid_7381 x Tanzania",NA
"uniqueid_7382 x Tanzania",NA
"uniqueid_7383 x Tanzania",NA
"uniqueid_7384 x Tanzania",NA
"uniqueid_7385 x Tanzania",NA
"uniqueid_7386 x Tanzania",NA
"uniqueid_7387 x Tanzania",NA
"uniqueid_7388 x Tanzania",NA
"uniqueid_7389 x Tanzania",NA
"uniqueid_7390 x Tanzania",NA
"uniqueid_7391 x Tanzania",NA
"uniqueid_7392 x Tanzania",NA
"uniqueid_7393 x Tanzania",NA
"uniqueid_7394 x Tanzania",NA
"uniqueid_7395 x Tanzania",NA
"uniqueid_7396 x Tanzania",NA
"uniqueid_7397 x Tanzania",NA
"uniqueid_7398 x Tanzania",NA
"uniqueid_7399 x Tanzania",NA
"uniqueid_7400 x Tanzania",NA
"uniqueid_7401 x Tanzania",NA
"uniqueid_7402 x Tanzania",NA
"uniqueid_7403 x Tanzania",NA
"uniqueid_7404 x Tanzania",NA
"uniqueid_7405 x Tanzania",NA
"uniqueid_7406 x Tanzania",NA
"uniqueid_7407 x Tanzania",NA
"uniqueid_7408 x Tanzania",NA
"uniqueid_7409 x Tanzania",NA
"uniqueid_7410 x Tanzania",NA
"uniqueid_7411 x Tanzania",NA
"uniqueid_7412 x Tanzania",NA
"uniqueid_7413 x Tanzania",NA
"uniqueid_7414 x Tanzania",NA
"uniqueid_7415 x Tanzania",NA
"uniqueid_7416 x Tanzania",NA
"uniqueid_7417 x Tanzania",NA
"uniqueid_7418 x Tanzania",NA
"uniqueid_7419 x Tanzania",NA
"uniqueid_7420 x Tanzania",NA
"uniqueid_7421 x Tanzania",NA
"uniqueid_7422 x Tanzania",NA
"uniqueid_7423 x Tanzania",NA
"uniqueid_7424 x Tanzania",NA
"uniqueid_7425 x Tanzania",NA
"uniqueid_7426 x Tanzania",NA
"uniqueid_7427 x Tanzania",NA
"uniqueid_7428 x Tanzania",NA
"uniqueid_7429 x Tanzania",NA
"uniqueid_7430 x Tanzania",NA
"uniqueid_7431 x Tanzania",NA
"uniqueid_7432 x Tanzania",NA
"uniqueid_7433 x Tanzania",NA
"uniqueid_7434 x Tanzania",NA
"uniqueid_7435 x Tanzania",NA
"uniqueid_7436 x Tanzania",NA
"uniqueid_7437 x Tanzania",NA
"uniqueid_7438 x Tanzania",NA
"uniqueid_7439 x Tanzania",NA
"uniqueid_7440 x Tanzania",NA
"uniqueid_7441 x Tanzania",NA
"uniqueid_7442 x Tanzania",NA
"uniqueid_7443 x Tanzania",NA
"uniqueid_7444 x Tanzania",NA
"uniqueid_7445 x Tanzania",NA
"uniqueid_7446 x Tanzania",NA
"uniqueid_7447 x Tanzania",NA
"uniqueid_7448 x Tanzania",NA
"uniqueid_7449 x Tanzania",NA
"uniqueid_7450 x Tanzania",NA
"uniqueid_7451 x Tanzania",NA
"uniqueid_7452 x Tanzania",NA
"uniqueid_7453 x Tanzania",NA
"uniqueid_7454 x Tanzania",NA
"uniqueid_7455 x Tanzania",NA
"uniqueid_7456 x Tanzania",NA
"uniqueid_7457 x Tanzania",NA
"uniqueid_7458 x Tanzania",NA
"uniqueid_7459 x Tanzania",NA
"uniqueid_7460 x Tanzania",NA
"uniqueid_7461 x Tanzania",NA
"uniqueid_7462 x Tanzania",NA
"uniqueid_7463 x Tanzania",NA
"uniqueid_7464 x Tanzania",NA
"uniqueid_7465 x Tanzania",NA
"uniqueid_7466 x Tanzania",NA
"uniqueid_7467 x Tanzania",NA
"uniqueid_7468 x Tanzania",NA
"uniqueid_7469 x Tanzania",NA
"uniqueid_7470 x Tanzania",NA
"uniqueid_7471 x Tanzania",NA
"uniqueid_7472 x Tanzania",NA
"uniqueid_7473 x Tanzania",NA
"uniqueid_7474 x Tanzania",NA
"uniqueid_7475 x Tanzania",NA
"uniqueid_7476 x Tanzania",NA
"uniqueid_7477 x Tanzania",NA
"uniqueid_7478 x Tanzania",NA
"uniqueid_7479 x Tanzania",NA
"uniqueid_7480 x Tanzania",NA
"uniqueid_7481 x Tanzania",NA
"uniqueid_7482 x Tanzania",NA
"uniqueid_7483 x Tanzania",NA
"uniqueid_7484 x Tanzania",NA
"uniqueid_7485 x Tanzania",NA
"uniqueid_7486 x Tanzania",NA
"uniqueid_7487 x Tanzania",NA
"uniqueid_7488 x Tanzania",NA
"uniqueid_7489 x Tanzania",NA
"uniqueid_7490 x Tanzania",NA
"uniqueid_7491 x Tanzania",NA
"uniqueid_7492 x Tanzania",NA
"uniqueid_7493 x Tanzania",NA
"uniqueid_7494 x Tanzania",NA
"uniqueid_7495 x Tanzania",NA
"uniqueid_7496 x Tanzania",NA
"uniqueid_7497 x Tanzania",NA
"uniqueid_7498 x Tanzania",NA
"uniqueid_7499 x Tanzania",NA
"uniqueid_7500 x Tanzania",NA
"uniqueid_7501 x Tanzania",NA
"uniqueid_7502 x Tanzania",NA
"uniqueid_7503 x Tanzania",NA
"uniqueid_7504 x Tanzania",NA
"uniqueid_7505 x Tanzania",NA
"uniqueid_7506 x Tanzania",NA
"uniqueid_7507 x Tanzania",NA
"uniqueid_7508 x Tanzania",NA
"uniqueid_7509 x Tanzania",NA
"uniqueid_7510 x Tanzania",NA
"uniqueid_7511 x Tanzania",NA
"uniqueid_7512 x Tanzania",NA
"uniqueid_7513 x Tanzania",NA
"uniqueid_7514 x Tanzania",NA
"uniqueid_7515 x Tanzania",NA
"uniqueid_7516 x Tanzania",NA
"uniqueid_7517 x Tanzania",NA
"uniqueid_7518 x Tanzania",NA
"uniqueid_7519 x Tanzania",NA
"uniqueid_7520 x Tanzania",NA
"uniqueid_7521 x Tanzania",NA
"uniqueid_7522 x Tanzania",NA
"uniqueid_7523 x Tanzania",NA
"uniqueid_7524 x Tanzania",NA
"uniqueid_7525 x Tanzania",NA
"uniqueid_7526 x Tanzania",NA
"uniqueid_7527 x Tanzania",NA
"uniqueid_7528 x Tanzania",NA
"uniqueid_7529 x Tanzania",NA
"uniqueid_7530 x Tanzania",NA
"uniqueid_7531 x Tanzania",NA
"uniqueid_7532 x Tanzania",NA
"uniqueid_7533 x Tanzania",NA
"uniqueid_7534 x Tanzania",NA
"uniqueid_7535 x Tanzania",NA
"uniqueid_7536 x Tanzania",NA
"uniqueid_7537 x Tanzania",NA
"uniqueid_7538 x Tanzania",NA
"uniqueid_7539 x Tanzania",NA
"uniqueid_7540 x Tanzania",NA
"uniqueid_7541 x Tanzania",NA
"uniqueid_7542 x Tanzania",NA
"uniqueid_7543 x Tanzania",NA
"uniqueid_7544 x Tanzania",NA
"uniqueid_7545 x Tanzania",NA
"uniqueid_7546 x Tanzania",NA
"uniqueid_7547 x Tanzania",NA
"uniqueid_7548 x Tanzania",NA
"uniqueid_7549 x Tanzania",NA
"uniqueid_7550 x Tanzania",NA
"uniqueid_7551 x Tanzania",NA
"uniqueid_7552 x Tanzania",NA
"uniqueid_7553 x Tanzania",NA
"uniqueid_7554 x Tanzania",NA
"uniqueid_7555 x Tanzania",NA
"uniqueid_7556 x Tanzania",NA
"uniqueid_7557 x Tanzania",NA
"uniqueid_7558 x Tanzania",NA
"uniqueid_7559 x Tanzania",NA
"uniqueid_7560 x Tanzania",NA
"uniqueid_7561 x Tanzania",NA
"uniqueid_7562 x Tanzania",NA
"uniqueid_7563 x Tanzania",NA
"uniqueid_7564 x Tanzania",NA
"uniqueid_7565 x Tanzania",NA
"uniqueid_7566 x Tanzania",NA
"uniqueid_7567 x Tanzania",NA
"uniqueid_7568 x Tanzania",NA
"uniqueid_7569 x Tanzania",NA
"uniqueid_7570 x Tanzania",NA
"uniqueid_7571 x Tanzania",NA
"uniqueid_7572 x Tanzania",NA
"uniqueid_7573 x Tanzania",NA
"uniqueid_7574 x Tanzania",NA
"uniqueid_7575 x Tanzania",NA
"uniqueid_7576 x Tanzania",NA
"uniqueid_7577 x Tanzania",NA
"uniqueid_7578 x Tanzania",NA
"uniqueid_7579 x Tanzania",NA
"uniqueid_7580 x Tanzania",NA
"uniqueid_7581 x Tanzania",NA
"uniqueid_7582 x Tanzania",NA
"uniqueid_7583 x Tanzania",NA
"uniqueid_7584 x Tanzania",NA
"uniqueid_7585 x Tanzania",NA
"uniqueid_7586 x Tanzania",NA
"uniqueid_7587 x Tanzania",NA
"uniqueid_7588 x Tanzania",NA
"uniqueid_7589 x Tanzania",NA
"uniqueid_7590 x Tanzania",NA
"uniqueid_7591 x Tanzania",NA
"uniqueid_7592 x Tanzania",NA
"uniqueid_7593 x Tanzania",NA
"uniqueid_7594 x Tanzania",NA
"uniqueid_7595 x Tanzania",NA
"uniqueid_7596 x Tanzania",NA
"uniqueid_7597 x Tanzania",NA
"uniqueid_7598 x Tanzania",NA
"uniqueid_7599 x Tanzania",NA
"uniqueid_7600 x Tanzania",NA
"uniqueid_7601 x Tanzania",NA
"uniqueid_7602 x Tanzania",NA
"uniqueid_7603 x Tanzania",NA
"uniqueid_7604 x Tanzania",NA
"uniqueid_7605 x Tanzania",NA
"uniqueid_7606 x Tanzania",NA
"uniqueid_7607 x Tanzania",NA
"uniqueid_7608 x Tanzania",NA
"uniqueid_7609 x Tanzania",NA
"uniqueid_7610 x Tanzania",NA
"uniqueid_7611 x Tanzania",NA
"uniqueid_7612 x Tanzania",NA
"uniqueid_7613 x Tanzania",NA
"uniqueid_7614 x Tanzania",NA
"uniqueid_7615 x Tanzania",NA
"uniqueid_7616 x Tanzania",NA
"uniqueid_7617 x Tanzania",NA
"uniqueid_7618 x Tanzania",NA
"uniqueid_7619 x Tanzania",NA
"uniqueid_7620 x Tanzania",NA
"uniqueid_7621 x Tanzania",NA
"uniqueid_7622 x Tanzania",NA
"uniqueid_7623 x Tanzania",NA
"uniqueid_7624 x Tanzania",NA
"uniqueid_7625 x Tanzania",NA
"uniqueid_7626 x Tanzania",NA
"uniqueid_7627 x Tanzania",NA
"uniqueid_7628 x Tanzania",NA
"uniqueid_7629 x Tanzania",NA
"uniqueid_7630 x Tanzania",NA
"uniqueid_7631 x Tanzania",NA
"uniqueid_7632 x Tanzania",NA
"uniqueid_7633 x Tanzania",NA
"uniqueid_7634 x Tanzania",NA
"uniqueid_7635 x Tanzania",NA
"uniqueid_7636 x Tanzania",NA
"uniqueid_7637 x Tanzania",NA
"uniqueid_7638 x Tanzania",NA
"uniqueid_7639 x Tanzania",NA
"uniqueid_7640 x Tanzania",NA
"uniqueid_7641 x Tanzania",NA
"uniqueid_7642 x Tanzania",NA
"uniqueid_7643 x Tanzania",NA
"uniqueid_7644 x Tanzania",NA
"uniqueid_7645 x Tanzania",NA
"uniqueid_7646 x Tanzania",NA
"uniqueid_7647 x Tanzania",NA
"uniqueid_7648 x Tanzania",NA
"uniqueid_7649 x Tanzania",NA
"uniqueid_7650 x Tanzania",NA
"uniqueid_7651 x Tanzania",NA
"uniqueid_7652 x Tanzania",NA
"uniqueid_7653 x Tanzania",NA
"uniqueid_7654 x Tanzania",NA
"uniqueid_7655 x Tanzania",NA
"uniqueid_7656 x Tanzania",NA
"uniqueid_7657 x Tanzania",NA
"uniqueid_7658 x Tanzania",NA
"uniqueid_7659 x Tanzania",NA
"uniqueid_7660 x Tanzania",NA
"uniqueid_7661 x Tanzania",NA
"uniqueid_7662 x Tanzania",NA
"uniqueid_7663 x Tanzania",NA
"uniqueid_7664 x Tanzania",NA
"uniqueid_7665 x Tanzania",NA
"uniqueid_7666 x Tanzania",NA
"uniqueid_7667 x Tanzania",NA
"uniqueid_7668 x Tanzania",NA
"uniqueid_7669 x Tanzania",NA
"uniqueid_7670 x Tanzania",NA
"uniqueid_7671 x Tanzania",NA
"uniqueid_7672 x Tanzania",NA
"uniqueid_7673 x Tanzania",NA
"uniqueid_7674 x Tanzania",NA
"uniqueid_7675 x Tanzania",NA
"uniqueid_7676 x Tanzania",NA
"uniqueid_7677 x Tanzania",NA
"uniqueid_7678 x Tanzania",NA
"uniqueid_7679 x Tanzania",NA
"uniqueid_7680 x Tanzania",NA
"uniqueid_7681 x Tanzania",NA
"uniqueid_7682 x Tanzania",NA
"uniqueid_7683 x Tanzania",NA
"uniqueid_7684 x Tanzania",NA
"uniqueid_7685 x Tanzania",NA
"uniqueid_7686 x Tanzania",NA
"uniqueid_7687 x Tanzania",NA
"uniqueid_7688 x Tanzania",NA
"uniqueid_7689 x Tanzania",NA
"uniqueid_7690 x Tanzania",NA
"uniqueid_7691 x Tanzania",NA
"uniqueid_7692 x Tanzania",NA
"uniqueid_7693 x Tanzania",NA
"uniqueid_7694 x Tanzania",NA
"uniqueid_7695 x Tanzania",NA
"uniqueid_7696 x Tanzania",NA
"uniqueid_7697 x Tanzania",NA
"uniqueid_7698 x Tanzania",NA
"uniqueid_7699 x Tanzania",NA
"uniqueid_7700 x Tanzania",NA
"uniqueid_7701 x Tanzania",NA
"uniqueid_7702 x Tanzania",NA
"uniqueid_7703 x Tanzania",NA
"uniqueid_7704 x Tanzania",NA
"uniqueid_7705 x Tanzania",NA
"uniqueid_7706 x Tanzania",NA
"uniqueid_7707 x Tanzania",NA
"uniqueid_7708 x Tanzania",NA
"uniqueid_7709 x Tanzania",NA
"uniqueid_7710 x Tanzania",NA
"uniqueid_7711 x Tanzania",NA
"uniqueid_7712 x Tanzania",NA
"uniqueid_7713 x Tanzania",NA
"uniqueid_7714 x Tanzania",NA
"uniqueid_7715 x Tanzania",NA
"uniqueid_7716 x Tanzania",NA
"uniqueid_7717 x Tanzania",NA
"uniqueid_7718 x Tanzania",NA
"uniqueid_7719 x Tanzania",NA
"uniqueid_7720 x Tanzania",NA
"uniqueid_7721 x Tanzania",NA
"uniqueid_7722 x Tanzania",NA
"uniqueid_7723 x Tanzania",NA
"uniqueid_7724 x Tanzania",NA
"uniqueid_7725 x Tanzania",NA
"uniqueid_7726 x Tanzania",NA
"uniqueid_7727 x Tanzania",NA
"uniqueid_7728 x Tanzania",NA
"uniqueid_7729 x Tanzania",NA
"uniqueid_7730 x Tanzania",NA
"uniqueid_7731 x Tanzania",NA
"uniqueid_7732 x Tanzania",NA
"uniqueid_7733 x Tanzania",NA
"uniqueid_7734 x Tanzania",NA
"uniqueid_7735 x Tanzania",NA
"uniqueid_7736 x Tanzania",NA
"uniqueid_7737 x Tanzania",NA
"uniqueid_7738 x Tanzania",NA
"uniqueid_7739 x Tanzania",NA
"uniqueid_7740 x Tanzania",NA
"uniqueid_7741 x Tanzania",NA
"uniqueid_7742 x Tanzania",NA
"uniqueid_7743 x Tanzania",NA
"uniqueid_7744 x Tanzania",NA
"uniqueid_7745 x Tanzania",NA
"uniqueid_7746 x Tanzania",NA
"uniqueid_7747 x Tanzania",NA
"uniqueid_7748 x Tanzania",NA
"uniqueid_7749 x Tanzania",NA
"uniqueid_7750 x Tanzania",NA
"uniqueid_7751 x Tanzania",NA
"uniqueid_7752 x Tanzania",NA
"uniqueid_7753 x Tanzania",NA
"uniqueid_7754 x Tanzania",NA
"uniqueid_7755 x Tanzania",NA
"uniqueid_7756 x Tanzania",NA
"uniqueid_7757 x Tanzania",NA
"uniqueid_7758 x Tanzania",NA
"uniqueid_7759 x Tanzania",NA
"uniqueid_7760 x Tanzania",NA
"uniqueid_7761 x Tanzania",NA
"uniqueid_7762 x Tanzania",NA
"uniqueid_7763 x Tanzania",NA
"uniqueid_7764 x Tanzania",NA
"uniqueid_7765 x Tanzania",NA
"uniqueid_7766 x Tanzania",NA
"uniqueid_7767 x Tanzania",NA
"uniqueid_7768 x Tanzania",NA
"uniqueid_7769 x Tanzania",NA
"uniqueid_7770 x Tanzania",NA
"uniqueid_7771 x Tanzania",NA
"uniqueid_7772 x Tanzania",NA
"uniqueid_7773 x Tanzania",NA
"uniqueid_7774 x Tanzania",NA
"uniqueid_7775 x Tanzania",NA
"uniqueid_7776 x Tanzania",NA
"uniqueid_7777 x Tanzania",NA
"uniqueid_7778 x Tanzania",NA
"uniqueid_7779 x Tanzania",NA
"uniqueid_7780 x Tanzania",NA
"uniqueid_7781 x Tanzania",NA
"uniqueid_7782 x Tanzania",NA
"uniqueid_7783 x Tanzania",NA
"uniqueid_7784 x Tanzania",NA
"uniqueid_7785 x Tanzania",NA
"uniqueid_7786 x Tanzania",NA
"uniqueid_7787 x Tanzania",NA
"uniqueid_7788 x Tanzania",NA
"uniqueid_7789 x Tanzania",NA
"uniqueid_7790 x Tanzania",NA
"uniqueid_7791 x Tanzania",NA
"uniqueid_7792 x Tanzania",NA
"uniqueid_7793 x Tanzania",NA
"uniqueid_7794 x Tanzania",NA
"uniqueid_7795 x Tanzania",NA
"uniqueid_7796 x Tanzania",NA
"uniqueid_7797 x Tanzania",NA
"uniqueid_7798 x Tanzania",NA
"uniqueid_7799 x Tanzania",NA
"uniqueid_7800 x Tanzania",NA
"uniqueid_7801 x Tanzania",NA
"uniqueid_7802 x Tanzania",NA
"uniqueid_7803 x Tanzania",NA
"uniqueid_7804 x Tanzania",NA
"uniqueid_7805 x Tanzania",NA
"uniqueid_7806 x Tanzania",NA
"uniqueid_7807 x Tanzania",NA
"uniqueid_7808 x Tanzania",NA
"uniqueid_7809 x Tanzania",NA
"uniqueid_7810 x Tanzania",NA
"uniqueid_7811 x Tanzania",NA
"uniqueid_7812 x Tanzania",NA
"uniqueid_7813 x Tanzania",NA
"uniqueid_7814 x Tanzania",NA
"uniqueid_7815 x Tanzania",NA
"uniqueid_7816 x Tanzania",NA
"uniqueid_7817 x Tanzania",NA
"uniqueid_7818 x Tanzania",NA
"uniqueid_7819 x Tanzania",NA
"uniqueid_7820 x Tanzania",NA
"uniqueid_7821 x Tanzania",NA
"uniqueid_7822 x Tanzania",NA
"uniqueid_7823 x Tanzania",NA
"uniqueid_7824 x Tanzania",NA
"uniqueid_7825 x Tanzania",NA
"uniqueid_7826 x Tanzania",NA
"uniqueid_7827 x Tanzania",NA
"uniqueid_7828 x Tanzania",NA
"uniqueid_7829 x Tanzania",NA
"uniqueid_7830 x Tanzania",NA
"uniqueid_7831 x Tanzania",NA
"uniqueid_7832 x Tanzania",NA
"uniqueid_7833 x Tanzania",NA
"uniqueid_7834 x Tanzania",NA
"uniqueid_7835 x Tanzania",NA
"uniqueid_7836 x Tanzania",NA
"uniqueid_7837 x Tanzania",NA
"uniqueid_7838 x Tanzania",NA
"uniqueid_7839 x Tanzania",NA
"uniqueid_7840 x Tanzania",NA
"uniqueid_7841 x Tanzania",NA
"uniqueid_7842 x Tanzania",NA
"uniqueid_7843 x Tanzania",NA
"uniqueid_7844 x Tanzania",NA
"uniqueid_7845 x Tanzania",NA
"uniqueid_7846 x Tanzania",NA
"uniqueid_7847 x Tanzania",NA
"uniqueid_7848 x Tanzania",NA
"uniqueid_7849 x Tanzania",NA
"uniqueid_7850 x Tanzania",NA
"uniqueid_7851 x Tanzania",NA
"uniqueid_7852 x Tanzania",NA
"uniqueid_7853 x Tanzania",NA
"uniqueid_7854 x Tanzania",NA
"uniqueid_7855 x Tanzania",NA
"uniqueid_7856 x Tanzania",NA
"uniqueid_7857 x Tanzania",NA
"uniqueid_7858 x Tanzania",NA
"uniqueid_7859 x Tanzania",NA
"uniqueid_7860 x Tanzania",NA
"uniqueid_7861 x Tanzania",NA
"uniqueid_7862 x Tanzania",NA
"uniqueid_7863 x Tanzania",NA
"uniqueid_7864 x Tanzania",NA
"uniqueid_7865 x Tanzania",NA
"uniqueid_7866 x Tanzania",NA
"uniqueid_7867 x Tanzania",NA
"uniqueid_7868 x Tanzania",NA
"uniqueid_7869 x Tanzania",NA
"uniqueid_7870 x Tanzania",NA
"uniqueid_7871 x Tanzania",NA
"uniqueid_7872 x Tanzania",NA
"uniqueid_7873 x Tanzania",NA
"uniqueid_7874 x Tanzania",NA
"uniqueid_7875 x Tanzania",NA
"uniqueid_7876 x Tanzania",NA
"uniqueid_7877 x Tanzania",NA
"uniqueid_7878 x Tanzania",NA
"uniqueid_7879 x Tanzania",NA
"uniqueid_7880 x Tanzania",NA
"uniqueid_7881 x Tanzania",NA
"uniqueid_7882 x Tanzania",NA
"uniqueid_7883 x Tanzania",NA
"uniqueid_7884 x Tanzania",NA
"uniqueid_7885 x Tanzania",NA
"uniqueid_7886 x Tanzania",NA
"uniqueid_7887 x Tanzania",NA
"uniqueid_7888 x Tanzania",NA
"uniqueid_7889 x Tanzania",NA
"uniqueid_7890 x Tanzania",NA
"uniqueid_7891 x Tanzania",NA
"uniqueid_7892 x Tanzania",NA
"uniqueid_7893 x Tanzania",NA
"uniqueid_7894 x Tanzania",NA
"uniqueid_7895 x Tanzania",NA
"uniqueid_7896 x Tanzania",NA
"uniqueid_7897 x Tanzania",NA
"uniqueid_7898 x Tanzania",NA
"uniqueid_7899 x Tanzania",NA
"uniqueid_7900 x Tanzania",NA
"uniqueid_7901 x Tanzania",NA
"uniqueid_7902 x Tanzania",NA
"uniqueid_7903 x Tanzania",NA
"uniqueid_7904 x Tanzania",NA
"uniqueid_7905 x Tanzania",NA
"uniqueid_7906 x Tanzania",NA
"uniqueid_7907 x Tanzania",NA
"uniqueid_7908 x Tanzania",NA
"uniqueid_7909 x Tanzania",NA
"uniqueid_7910 x Tanzania",NA
"uniqueid_7911 x Tanzania",NA
"uniqueid_7912 x Tanzania",NA
"uniqueid_7913 x Tanzania",NA
"uniqueid_7914 x Tanzania",NA
"uniqueid_7915 x Tanzania",NA
"uniqueid_7916 x Tanzania",NA
"uniqueid_7917 x Tanzania",NA
"uniqueid_7918 x Tanzania",NA
"uniqueid_7919 x Tanzania",NA
"uniqueid_7920 x Tanzania",NA
"uniqueid_7921 x Tanzania",NA
"uniqueid_7922 x Tanzania",NA
"uniqueid_7923 x Tanzania",NA
"uniqueid_7924 x Tanzania",NA
"uniqueid_7925 x Tanzania",NA
"uniqueid_7926 x Tanzania",NA
"uniqueid_7927 x Tanzania",NA
"uniqueid_7928 x Tanzania",NA
"uniqueid_7929 x Tanzania",NA
"uniqueid_7930 x Tanzania",NA
"uniqueid_7931 x Tanzania",NA
"uniqueid_7932 x Tanzania",NA
"uniqueid_7933 x Tanzania",NA
"uniqueid_7934 x Tanzania",NA
"uniqueid_7935 x Tanzania",NA
"uniqueid_7936 x Tanzania",NA
"uniqueid_7937 x Tanzania",NA
"uniqueid_7938 x Tanzania",NA
"uniqueid_7939 x Tanzania",NA
"uniqueid_7940 x Tanzania",NA
"uniqueid_7941 x Tanzania",NA
"uniqueid_7942 x Tanzania",NA
"uniqueid_7943 x Tanzania",NA
"uniqueid_7944 x Tanzania",NA
"uniqueid_7945 x Tanzania",NA
"uniqueid_7946 x Tanzania",NA
"uniqueid_7947 x Tanzania",NA
"uniqueid_7948 x Tanzania",NA
"uniqueid_7949 x Tanzania",NA
"uniqueid_7950 x Tanzania",NA
"uniqueid_7951 x Tanzania",NA
"uniqueid_7952 x Tanzania",NA
"uniqueid_7953 x Tanzania",NA
"uniqueid_7954 x Tanzania",NA
"uniqueid_7955 x Tanzania",NA
"uniqueid_7956 x Tanzania",NA
"uniqueid_7957 x Tanzania",NA
"uniqueid_7958 x Tanzania",NA
"uniqueid_7959 x Tanzania",NA
"uniqueid_7960 x Tanzania",NA
"uniqueid_7961 x Tanzania",NA
"uniqueid_7962 x Tanzania",NA
"uniqueid_7963 x Tanzania",NA
"uniqueid_7964 x Tanzania",NA
"uniqueid_7965 x Tanzania",NA
"uniqueid_7966 x Tanzania",NA
"uniqueid_7967 x Tanzania",NA
"uniqueid_7968 x Tanzania",NA
"uniqueid_7969 x Tanzania",NA
